Day of month	Flight Number	Tail Number	Destination airport	Airborne time (minutes)	Distance  (miles)
28	291	N925DL	BHM	24	134
28	1177	N396DA	BHM	25	134
28	1134	N373DL	BHM	27	134
28	1635	N327DL	BHM	27	134
28	1673	N951DL	BHM	27	134
28	1861	N302DL	BHM	30	134
28	1631	N997DL	BHM	31	134
28	870	N941DL	BHM	41	134
29	1631	N940DL	BHM	24	134
29	1635	N236WA	BHM	24	134
29	870	N977DL	BHM	25	134
29	1134	N326DL	BHM	25	134
29	1177	N395DN	BHM	28	134
29	1861	N307DL	BHM	28	134
29	291	N944DL	BHM	31	134
29	1673	N966DL	BHM	33	134
30	1631	N911DE	BHM	24	134
30	1673	N901DL	BHM	24	134
30	870	N949DL	BHM	26	134
30	1177	N399DA	BHM	26	134
30	1861	N322DL	BHM	26	134
30	1134	N334DL	BHM	27	134
31	1177	N3730B	BHM	23	134
31	1631	N992DL	BHM	23	134
31	870	N998DL	BHM	24	134
31	1134	N313DL	BHM	25	134
31	1673	N962DL	BHM	25	134
31	1861	N303DL	BHM	25	134
31	291	N904DL	BHM	26	134
31	1635	N326DL	BHM	26	134
1	884	N662DN	BNA	36	214
1	1018	N920DL	BNA	37	214
1	1518	N905DL	BNA	37	214
1	1526	N938DL	BNA	37	214
1	938	N914DE	BNA	38	214
1	955	N329DL	BNA	39	214
1	394	N657DL	BNA	40	214
2	884	N613DL	BNA	37	214
2	1518	N996DL	BNA	37	214
2	394	N683DA	BNA	38	214
2	1018	N910DL	BNA	38	214
2	1526	N924DL	BNA	38	214
3	394	N688DL	BNA	36	214
3	884	N615DL	BNA	37	214
3	1526	N906DE	BNA	37	214
3	938	N989DL	BNA	38	214
3	955	N305DL	BNA	38	214
3	1518	N982DL	BNA	39	214
3	1018	N940DL	BNA	40	214
4	1018	N909DL	BNA	35	214
4	955	N317DL	BNA	37	214
4	394	N682DA	BNA	38	214
4	938	N910DE	BNA	38	214
4	1526	N959DL	BNA	38	214
4	1518	N911DE	BNA	39	214
4	884	N683DA	BNA	40	214
5	884	N642DL	BNA	36	214
5	1518	N956DL	BNA	36	214
5	1526	N988DL	BNA	37	214
5	1018	N951DL	BNA	38	214
5	955	N376DL	BNA	39	214
5	938	N913DL	BNA	40	214
5	394	N615DL	BNA	56	214
6	884	N676DL	BNA	36	214
6	1518	N929DL	BNA	36	214
6	394	N687DL	BNA	37	214
6	1526	N982DL	BNA	37	214
6	1018	N942DL	BNA	38	214
6	938	N908DE	BNA	39	214
6	955	N236WA	BNA	41	214
7	884	N658DL	BNA	37	214
7	955	N320DL	BNA	38	214
7	1526	N914DL	BNA	38	214
7	394	N610DL	BNA	39	214
7	938	N917DE	BNA	39	214
7	1018	N918DE	BNA	39	214
7	1518	N927DA	BNA	40	214
8	394	N605DL	BNA	36	214
8	938	N916DL	BNA	36	214
8	1526	N901DE	BNA	36	214
8	884	N671DN	BNA	38	214
8	1018	N907DE	BNA	38	214
8	955	N320DL	BNA	39	214
8	1518	N991DL	BNA	40	214
9	1526	N973DL	BNA	36	214
9	1018	N902DE	BNA	37	214
9	394	N607DL	BNA	38	214
9	884	N692DL	BNA	38	214
9	1518	N940DL	BNA	40	214
10	938	N931DL	BNA	34	214
10	1526	N944DL	BNA	35	214
10	394	N657DL	BNA	36	214
10	955	N307DL	BNA	36	214
10	1518	N957DL	BNA	36	214
10	884	N665DN	BNA	38	214
10	1018	N953DL	BNA	38	214
11	938	N935DL	BNA	35	214
11	1518	N981DL	BNA	35	214
11	1526	N984DL	BNA	35	214
11	394	N661DN	BNA	36	214
11	884	N618DL	BNA	37	214
11	955	N309DL	BNA	37	214
11	1018	N993DL	BNA	39	214
12	938	N910DE	BNA	37	214
12	394	N602DL	BNA	38	214
12	884	N664DN	BNA	38	214
12	955	N305DL	BNA	38	214
12	1526	N976DL	BNA	38	214
12	1518	N908DE	BNA	40	214
12	1018	N936DL	BNA	44	214
13	938	N978DL	BNA	37	214
13	884	N757AT	BNA	38	214
13	394	N671DN	BNA	39	214
13	955	N244WA	BNA	39	214
13	1526	N986DL	BNA	41	214
13	1018	N922DL	BNA	46	214
13	1518	N973DL	BNA	46	214
14	1526	N980DL	BNA	36	214
14	1518	N979DL	BNA	38	214
14	884	N688DL	BNA	39	214
14	938	N999DN	BNA	39	214
14	394	N658DL	BNA	40	214
14	955	N325DL	BNA	41	214
14	1018	N961DL	BNA	42	214
15	884	N602DL	BNA	39	214
15	938	N955DL	BNA	39	214
15	955	N311DL	BNA	39	214
15	1518	N924DL	BNA	40	214
15	1018	N918DE	BNA	42	214
15	394	N601DL	BNA	43	214
15	1526	N971DL	BNA	46	214
16	1018	N950DL	BNA	39	214
16	394	N668DN	BNA	40	214
16	1518	N995DL	BNA	40	214
16	884	N675DL	BNA	41	214
16	1526	N977DL	BNA	42	214
17	1018	N980DL	BNA	37	214
17	394	N757AT	BNA	38	214
17	884	N618DL	BNA	38	214
17	1526	N918DL	BNA	38	214
17	938	N948DL	BNA	41	214
17	955	N309DL	BNA	41	214
17	1518	N944DL	BNA	41	214
18	938	N903DE	BNA	37	214
18	1518	N987DL	BNA	37	214
18	1018	N975DL	BNA	40	214
18	955	N304DL	BNA	41	214
18	394	N674DL	BNA	43	214
18	884	N641DL	BNA	45	214
18	1526	N986DL	BNA	58	214
19	394	N646DL	BNA	38	214
19	938	N901DE	BNA	39	214
19	1526	N905DL	BNA	39	214
19	884	N671DN	BNA	40	214
19	1018	N920DL	BNA	41	214
19	1518	N975DL	BNA	46	214
19	955	N310DA	BNA	52	214
20	1518	N920DL	BNA	38	214
20	394	N653DL	BNA	39	214
20	938	N978DL	BNA	39	214
20	1526	N920DE	BNA	39	214
20	884	N617DL	BNA	40	214
20	955	N320DL	BNA	41	214
20	1018	N901DE	BNA	42	214
21	938	N959DL	BNA	37	214
21	1518	N977DL	BNA	39	214
21	1526	N985DL	BNA	39	214
21	884	N629DL	BNA	40	214
21	955	N314DA	BNA	40	214
21	1018	N935DL	BNA	40	214
21	394	N681DA	BNA	41	214
22	884	N675DL	BNA	39	214
22	955	N325DL	BNA	39	214
22	1018	N931DL	BNA	39	214
22	1518	N962DL	BNA	39	214
22	938	N947DL	BNA	40	214
22	394	N668DN	BNA	41	214
22	1526	N952DL	BNA	42	214
23	1526	N954DL	BNA	38	214
23	394	N630DL	BNA	41	214
23	1518	N903DE	BNA	43	214
23	884	N680DA	BNA	44	214
23	1018	N932DL	BNA	44	214
24	938	N974DL	BNA	36	214
24	884	N619DL	BNA	37	214
24	1518	N935DL	BNA	38	214
24	1526	N915DE	BNA	38	214
24	394	N669DN	BNA	39	214
24	955	N311DL	BNA	40	214
24	1018	N976DL	BNA	40	214
25	884	N656DL	BNA	35	214
25	1526	N962DL	BNA	36	214
25	394	N632DL	BNA	37	214
25	938	N901DE	BNA	37	214
25	1018	N978DL	BNA	37	214
25	1518	N928DL	BNA	37	214
25	955	N245WA	BNA	41	214
26	955	N318DL	BNA	37	214
26	1018	N949DL	BNA	37	214
26	938	N987DL	BNA	38	214
26	884	N610DL	BNA	41	214
26	1526	N948DL	BNA	42	214
26	394	N681DA	BNA	43	214
26	1518	N909DL	BNA	43	214
27	938	N991DL	BNA	37	214
27	955	N379DL	BNA	39	214
27	394	N689DL	BNA	40	214
27	1526	N909DE	BNA	40	214
27	884	N624DL	BNA	42	214
27	1018	N913DE	BNA	42	214
27	1518	N994DL	BNA	44	214
28	938	N974DL	BNA	36	214
28	884	N751AT	BNA	37	214
28	394	N629DL	BNA	40	214
28	955	N381DL	BNA	40	214
28	1518	N954DL	BNA	40	214
28	1018	N927DA	BNA	41	214
28	1526	N924DL	BNA	46	214
29	938	N938DL	BNA	36	214
29	1018	N999DN	BNA	39	214
29	394	N618DL	BNA	40	214
29	884	N666DN	BNA	40	214
29	955	N381DL	BNA	42	214
29	1526	N997DL	BNA	43	214
29	1518	N955DL	BNA	44	214
30	394	N660DL	BNA	38	214
30	884	N677DL	BNA	38	214
30	1526	N913DL	BNA	38	214
30	1018	N991DL	BNA	39	214
30	1518	N917DE	BNA	39	214
31	955	N377DL	BNA	37	214
31	884	N669DN	BNA	38	214
31	938	N938DL	BNA	38	214
31	1526	N995DL	BNA	38	214
31	1018	N926DL	BNA	40	214
31	1518	N919DL	BNA	42	214
31	394	N620DL	BNA	45	214
1	566	N1402A	BOS	111	946
1	852	N999DN	BOS	115	946
1	350	N140LL	BOS	116	946
1	1112	N374DA	BOS	116	946
1	539	N998DL	BOS	117	946
1	244	N603DL	BOS	119	946
1	698	N827MH	BOS	119	946
1	266	N3742C	BOS	121	946
1	228	N119DL	BOS	122	946
1	740	N919DL	BOS	122	946
1	1164	N920DL	BOS	122	946
1	1085	N133DN	BOS	138	946
2	266	N3754A	BOS	112	946
2	566	N134DL	BOS	112	946
2	740	N914DL	BOS	114	946
2	350	N635DL	BOS	115	946
2	698	N842MH	BOS	115	946
2	1112	N389DA	BOS	116	946
2	228	N1402A	BOS	117	946
2	539	N934DL	BOS	117	946
2	244	N692DL	BOS	118	946
2	1085	N640DL	BOS	119	946
2	1164	N910DL	BOS	123	946
2	852	N998DL	BOS	128	946
3	1085	N174DZ	BOS	112	946
3	266	N382DA	BOS	113	946
3	228	N134DL	BOS	114	946
3	350	N664DN	BOS	115	946
3	698	N831MH	BOS	115	946
3	740	N903DL	BOS	115	946
3	539	N942DL	BOS	116	946
3	566	N177DZ	BOS	116	946
3	1164	N940DL	BOS	118	946
3	852	N918DE	BOS	119	946
3	1112	N3761R	BOS	119	946
3	244	N127DL	BOS	122	946
4	244	N178DZ	BOS	115	946
4	1112	N378DA	BOS	118	946
4	698	N832MH	BOS	119	946
4	266	N3749D	BOS	120	946
4	1085	N118DL	BOS	121	946
4	566	N121DE	BOS	122	946
4	740	N952DL	BOS	123	946
4	1164	N909DL	BOS	123	946
4	228	N177DZ	BOS	124	946
4	350	N119DL	BOS	124	946
4	539	N918DL	BOS	124	946
4	852	N910DL	BOS	126	946
5	266	N3743H	BOS	115	946
5	244	N116DL	BOS	116	946
5	350	N172DZ	BOS	116	946
5	566	N130DL	BOS	116	946
5	698	N843MH	BOS	117	946
5	852	N929DL	BOS	117	946
5	539	N901DE	BOS	118	946
5	1085	N171DZ	BOS	118	946
5	1112	N388DA	BOS	118	946
5	1164	N985DL	BOS	118	946
5	228	N121DE	BOS	119	946
5	740	N976DL	BOS	119	946
6	244	N1402A	BOS	117	946
6	1112	N380DA	BOS	120	946
6	852	N962DL	BOS	121	946
6	228	N130DL	BOS	122	946
6	350	N174DZ	BOS	123	946
6	740	N961DL	BOS	123	946
6	266	N376DA	BOS	124	946
6	539	N382DA	BOS	124	946
6	698	N839MH	BOS	124	946
6	1085	N177DZ	BOS	125	946
6	1164	N942DL	BOS	125	946
6	566	N117DL	BOS	126	946
7	228	N117DL	BOS	119	946
7	698	N834MH	BOS	119	946
7	566	N171DZ	BOS	120	946
7	1085	N173DZ	BOS	121	946
7	266	N392DA	BOS	122	946
7	1112	N3762Y	BOS	122	946
7	350	N123DN	BOS	123	946
7	539	N925DL	BOS	123	946
7	740	N916DL	BOS	125	946
7	852	N936DL	BOS	127	946
7	1164	N918DE	BOS	127	946
7	244	N129DL	BOS	128	946
8	244	N138DL	BOS	118	946
8	1112	N393DA	BOS	118	946
8	698	N829MH	BOS	121	946
8	228	N171DZ	BOS	122	946
8	539	N974DL	BOS	124	946
8	566	N175DZ	BOS	125	946
8	1085	N125DL	BOS	127	946
8	266	N3743H	BOS	128	946
8	740	N977DL	BOS	128	946
8	852	N933DL	BOS	129	946
8	350	N118DL	BOS	131	946
8	1164	N907DE	BOS	131	946
9	698	N838MH	BOS	113	946
9	566	N173DZ	BOS	116	946
9	1085	N140LL	BOS	117	946
9	1164	N900DE	BOS	117	946
9	244	N133DN	BOS	118	946
9	740	N901DE	BOS	119	946
9	1112	N381DA	BOS	119	946
9	266	N3769L	BOS	121	946
9	852	N931DL	BOS	121	946
9	350	N612DL	BOS	123	946
9	228	N175DZ	BOS	124	946
9	539	N961DL	BOS	124	946
10	566	N125DL	BOS	111	946
10	266	N391DA	BOS	112	946
10	698	N837MH	BOS	112	946
10	228	N173DZ	BOS	113	946
10	539	N922DL	BOS	113	946
10	740	N914DL	BOS	113	946
10	244	N143DA	BOS	114	946
10	350	N681DA	BOS	115	946
10	1085	N126DL	BOS	115	946
10	1112	N3766	BOS	116	946
10	1164	N953DL	BOS	117	946
10	852	N918DE	BOS	118	946
11	244	N177DZ	BOS	116	946
11	266	N3760C	BOS	118	946
11	228	N128DL	BOS	120	946
11	566	N1402A	BOS	120	946
11	740	N919DE	BOS	120	946
11	1112	N387DA	BOS	120	946
11	1164	N993DL	BOS	120	946
11	350	N118DL	BOS	121	946
11	698	N835MH	BOS	122	946
11	539	N915DE	BOS	123	946
11	852	N912DE	BOS	125	946
11	1085	N132DN	BOS	125	946
12	1112	N3756	BOS	118	946
12	244	N124DE	BOS	120	946
12	566	N130DL	BOS	121	946
12	266	N394DA	BOS	123	946
12	698	N831MH	BOS	123	946
12	1164	N902DE	BOS	125	946
12	852	N950DL	BOS	126	946
12	740	N904DL	BOS	127	946
12	539	N985DL	BOS	131	946
12	1085	N143DA	BOS	133	946
12	350	N136DL	BOS	134	946
12	228	N116DL	BOS	138	946
13	244	N138DL	BOS	111	946
13	566	N140LL	BOS	113	946
13	1112	N3755D	BOS	114	946
13	698	N845MH	BOS	117	946
13	228	N130DL	BOS	118	946
13	266	N3746H	BOS	118	946
13	1085	N137DL	BOS	119	946
13	1164	N922DL	BOS	120	946
13	350	N143DA	BOS	122	946
13	740	N926DL	BOS	123	946
13	852	N954DL	BOS	123	946
14	698	N844MH	BOS	106	946
14	1112	N3764D	BOS	108	946
14	244	N125DL	BOS	110	946
14	266	N389DA	BOS	114	946
14	566	N128DL	BOS	114	946
14	740	N902DE	BOS	114	946
14	852	N955DL	BOS	114	946
14	228	N136DL	BOS	118	946
14	539	N905DL	BOS	118	946
14	1164	N978DL	BOS	119	946
14	350	N117DL	BOS	124	946
14	1085	N126DL	BOS	130	946
15	539	N977DL	BOS	106	946
15	1112	N380DA	BOS	107	946
15	266	N3749D	BOS	108	946
15	350	N127DL	BOS	108	946
15	566	N144DA	BOS	108	946
15	852	N906DL	BOS	109	946
15	698	N125DL	BOS	111	946
15	740	N933DL	BOS	112	946
15	1164	N935DL	BOS	116	946
15	244	N131DN	BOS	117	946
15	1085	N654DL	BOS	125	946
15	228	N128DL	BOS	128	946
16	539	N919DL	BOS	107	946
16	350	N173DZ	BOS	112	946
16	698	N839MH	BOS	112	946
16	266	N383DN	BOS	113	946
16	244	N127DL	BOS	114	946
16	566	N120DL	BOS	114	946
16	852	N905DL	BOS	114	946
16	1085	N140LL	BOS	114	946
16	1112	N3741S	BOS	114	946
16	1164	N950DL	BOS	114	946
16	228	N178DZ	BOS	116	946
16	740	N948DL	BOS	116	946
17	1112	N372DA	BOS	118	946
17	244	N1402A	BOS	119	946
17	266	N3742C	BOS	119	946
17	698	N842MH	BOS	119	946
17	228	N120DL	BOS	120	946
17	350	N130DL	BOS	120	946
17	539	N964DL	BOS	120	946
17	852	N914DL	BOS	120	946
17	1085	N138DL	BOS	120	946
17	566	N124DE	BOS	121	946
17	1164	N980DL	BOS	121	946
17	740	N978DL	BOS	126	946
18	1112	N373DA	BOS	116	946
18	244	N659DL	BOS	117	946
18	228	N130DL	BOS	121	946
18	698	N656DL	BOS	121	946
18	1164	N975DL	BOS	121	946
18	852	N930DL	BOS	122	946
18	1085	N143DA	BOS	122	946
18	266	N3768	BOS	123	946
18	350	N176DZ	BOS	124	946
18	740	N955DL	BOS	124	946
18	539	N901DE	BOS	125	946
18	566	N137DL	BOS	127	946
19	566	N138DL	BOS	113	946
19	228	N137DL	BOS	114	946
19	350	N177DZ	BOS	114	946
19	1085	N122DL	BOS	116	946
19	1112	N388DA	BOS	116	946
19	244	N129DL	BOS	117	946
19	852	N978DL	BOS	118	946
19	539	N904DL	BOS	119	946
19	698	N830MH	BOS	119	946
19	1164	N920DL	BOS	127	946
19	740	N918DE	BOS	128	946
19	266	N390DA	BOS	129	946
20	852	N996DL	BOS	115	946
20	1112	N37700	BOS	118	946
20	244	N121DE	BOS	119	946
20	350	N175DZ	BOS	119	946
20	566	N140LL	BOS	119	946
20	698	N833MH	BOS	119	946
20	228	N124DE	BOS	120	946
20	1085	N174DZ	BOS	120	946
20	539	N916DE	BOS	123	946
20	1164	N901DE	BOS	123	946
20	740	N917DE	BOS	124	946
20	266	N373DA	BOS	131	946
21	350	N174DZ	BOS	118	946
21	266	N3755D	BOS	120	946
21	740	N933DL	BOS	120	946
21	852	N947DL	BOS	121	946
21	539	N908DL	BOS	122	946
21	698	N837MH	BOS	122	946
21	1085	N128DL	BOS	122	946
21	566	N117DL	BOS	123	946
21	244	N139DL	BOS	124	946
21	1112	N374DA	BOS	124	946
21	1164	N935DL	BOS	127	946
21	228	N140LL	BOS	132	946
22	566	N176DZ	BOS	125	946
22	698	N828MH	BOS	126	946
22	1112	N3761R	BOS	126	946
22	852	N946DL	BOS	128	946
22	244	N133DN	BOS	129	946
22	350	N124DE	BOS	129	946
22	228	N135DL	BOS	130	946
22	266	N392DA	BOS	131	946
22	1164	N931DL	BOS	133	946
22	539	N957DL	BOS	134	946
22	1085	N117DL	BOS	137	946
22	740	N964DL	BOS	140	946
23	244	N130DL	BOS	117	946
23	698	N844MH	BOS	117	946
23	1112	N3746H	BOS	117	946
23	228	N176DZ	BOS	123	946
23	566	N178DZ	BOS	126	946
23	266	N3750D	BOS	128	946
23	1164	N911DL	BOS	128	946
23	539	N963DL	BOS	132	946
23	852	N971DL	BOS	132	946
23	350	N117DL	BOS	135	946
23	740	N960DL	BOS	136	946
23	1085	N138DL	BOS	138	946
24	350	N143DA	BOS	114	946
24	852	N989DL	BOS	114	946
24	566	N1402A	BOS	118	946
24	244	N171DZ	BOS	119	946
24	539	N931DL	BOS	119	946
24	698	N826MH	BOS	126	946
24	1112	N3751B	BOS	126	946
24	266	N3760C	BOS	137	946
24	740	N912DL	BOS	137	946
24	1085	N173DZ	BOS	141	946
24	228	N178DZ	BOS	142	946
24	1164	N976DL	BOS	149	946
25	698	N837MH	BOS	120	946
25	539	N986DL	BOS	122	946
25	228	N132DN	BOS	123	946
25	350	N124DE	BOS	123	946
25	1085	N174DZ	BOS	123	946
25	1112	N3765	BOS	123	946
25	266	N3761R	BOS	124	946
25	244	N624DL	BOS	125	946
25	1164	N978DL	BOS	125	946
25	566	N137DL	BOS	126	946
25	740	N960DL	BOS	126	946
25	852	N909DE	BOS	127	946
26	1112	N3743H	BOS	119	946
26	566	N124DE	BOS	121	946
26	1085	N173DZ	BOS	121	946
26	350	N138DL	BOS	122	946
26	698	N825MH	BOS	122	946
26	1164	N949DL	BOS	122	946
26	740	N902DL	BOS	123	946
26	266	N3763D	BOS	124	946
26	539	N957DL	BOS	124	946
26	244	N143DA	BOS	125	946
26	228	N137DL	BOS	126	946
26	852	N965DL	BOS	127	946
27	566	N174DZ	BOS	118	946
27	228	N124DE	BOS	119	946
27	350	N173DZ	BOS	119	946
27	698	N832MH	BOS	119	946
27	266	N3769L	BOS	121	946
27	1085	N132DN	BOS	121	946
27	1112	N3760C	BOS	122	946
27	1164	N913DE	BOS	122	946
27	244	N616DL	BOS	123	946
27	852	N973DL	BOS	123	946
27	740	N977DL	BOS	124	946
27	539	N911DL	BOS	126	946
28	1112	N375DA	BOS	120	946
28	566	N144DA	BOS	121	946
28	244	N178DZ	BOS	122	946
28	266	N3759	BOS	123	946
28	539	N926DL	BOS	124	946
28	740	N931DL	BOS	124	946
28	228	N174DZ	BOS	125	946
28	1085	N1402A	BOS	125	946
28	852	N944DL	BOS	126	946
28	1164	N927DA	BOS	126	946
28	698	N843MH	BOS	129	946
28	350	N127DL	BOS	136	946
29	1112	N373DA	BOS	119	946
29	1085	N144DA	BOS	120	946
29	228	N116DL	BOS	121	946
29	1164	N999DN	BOS	125	946
29	266	N3771K	BOS	127	946
29	698	N836MH	BOS	127	946
29	740	N922DL	BOS	127	946
29	244	N622DL	BOS	128	946
29	852	N912DL	BOS	128	946
29	350	N1402A	BOS	129	946
29	566	N132DN	BOS	130	946
29	539	N932DL	BOS	131	946
30	698	N826MH	BOS	116	946
30	1112	N381DA	BOS	116	946
30	228	N129DL	BOS	118	946
30	852	N936DL	BOS	118	946
30	244	N667DN	BOS	119	946
30	350	N692DL	BOS	121	946
30	566	N659DL	BOS	124	946
30	1164	N991DL	BOS	124	946
30	1085	N625DL	BOS	126	946
30	266	N3759	BOS	128	946
30	539	N931DL	BOS	131	946
30	740	N909DL	BOS	131	946
31	350	N135DL	BOS	118	946
31	539	N915DE	BOS	118	946
31	566	N143DA	BOS	118	946
31	698	N841MH	BOS	118	946
31	852	N907DL	BOS	118	946
31	1112	N3748Y	BOS	119	946
31	228	N119DL	BOS	120	946
31	1085	N627DL	BOS	121	946
31	1164	N926DL	BOS	123	946
31	740	N975DL	BOS	126	946
31	244	N131DN	BOS	128	946
31	266	N394DA	BOS	131	946
1	953	N306DL	BTR	64	448
1	667	N306DL	BTR	70	448
2	667	N315DL	BTR	68	448
3	953	N313DL	BTR	66	448
3	667	N313DL	BTR	68	448
4	667	N245WA	BTR	68	448
4	953	N374DL	BTR	70	448
5	667	N321DL	BTR	68	448
5	953	N321DL	BTR	68	448
6	667	N373DL	BTR	69	448
6	953	N321DL	BTR	69	448
7	953	N375DL	BTR	69	448
7	667	N375DL	BTR	72	448
8	667	N322DL	BTR	71	448
8	953	N242WA	BTR	84	448
9	667	N332DL	BTR	77	448
10	953	N243WA	BTR	73	448
10	667	N243WA	BTR	79	448
11	667	N306DL	BTR	69	448
11	953	N306DL	BTR	70	448
12	953	N243WA	BTR	70	448
12	667	N243WA	BTR	73	448
13	667	N331DL	BTR	70	448
13	953	N331DL	BTR	71	448
14	667	N373DL	BTR	73	448
14	953	N373DL	BTR	75	448
15	953	N382DL	BTR	65	448
15	667	N382DL	BTR	67	448
16	667	N327DL	BTR	69	448
17	667	N313DL	BTR	67	448
17	953	N313DL	BTR	67	448
18	667	N330DL	BTR	67	448
18	953	N330DL	BTR	68	448
19	667	N308DL	BTR	73	448
19	953	N332DL	BTR	74	448
20	667	N313DL	BTR	65	448
20	953	N313DL	BTR	65	448
21	667	N327DL	BTR	68	448
21	953	N327DL	BTR	71	448
22	667	N329DL	BTR	67	448
22	953	N301DL	BTR	69	448
23	667	N306DL	BTR	74	448
24	667	N304DL	BTR	65	448
24	953	N304DL	BTR	67	448
25	667	N243WA	BTR	64	448
25	953	N243WA	BTR	67	448
26	667	N322DL	BTR	70	448
26	953	N322DL	BTR	70	448
27	667	N314DA	BTR	67	448
27	953	N314DA	BTR	68	448
28	667	N325DL	BTR	66	448
28	953	N325DL	BTR	71	448
29	953	N324DL	BTR	67	448
29	667	N324DL	BTR	68	448
30	667	N243WA	BTR	70	448
31	667	N324DL	BTR	72	448
31	953	N324DL	BTR	72	448
1	742	N608DA	BWI	72	576
1	910	N608DA	BWI	73	576
1	1167	N935DL	BWI	74	576
1	982	N925DL	BWI	76	576
1	1594	N981DL	BWI	76	576
1	1592	N121DE	BWI	78	576
1	948	N120DL	BWI	79	576
1	1882	N912DL	BWI	79	576
1	1402	N908DE	BWI	80	576
1	1241	N912DE	BWI	81	576
1	334	N757AT	BWI	82	576
1	536	N962DL	BWI	82	576
2	742	N661DN	BWI	72	576
2	536	N925DL	BWI	73	576
2	334	N757AT	BWI	74	576
2	1402	N996DL	BWI	75	576
2	1592	N123DN	BWI	76	576
2	1167	N973DL	BWI	77	576
2	1594	N986DL	BWI	77	576
2	910	N954DL	BWI	78	576
2	982	N948DL	BWI	78	576
2	1241	N916DL	BWI	79	576
2	1882	N912DE	BWI	79	576
2	948	N634DL	BWI	81	576
3	742	N673DL	BWI	75	576
3	910	N950DL	BWI	76	576
3	948	N109DL	BWI	77	576
3	982	N951DL	BWI	77	576
3	1592	N137DL	BWI	77	576
3	1882	N916DL	BWI	77	576
3	334	N676DL	BWI	78	576
3	536	N951DL	BWI	78	576
3	1241	N923DL	BWI	78	576
3	1594	N992DL	BWI	78	576
3	1167	N911DE	BWI	79	576
3	1402	N900DE	BWI	80	576
4	742	N628DL	BWI	74	576
4	910	N677DL	BWI	76	576
4	536	N983DL	BWI	78	576
4	948	N675DL	BWI	78	576
4	1592	N132DN	BWI	78	576
4	1167	N981DL	BWI	79	576
4	1402	N922DL	BWI	79	576
4	1594	N965DL	BWI	79	576
4	334	N680DA	BWI	81	576
4	982	N985DL	BWI	81	576
4	1882	N923DL	BWI	81	576
4	1241	N985DL	BWI	82	576
5	742	N625DL	BWI	73	576
5	948	N661DN	BWI	76	576
5	1882	N936DL	BWI	76	576
5	1594	N980DL	BWI	77	576
5	334	N615DL	BWI	78	576
5	910	N605DL	BWI	78	576
5	1592	N125DL	BWI	78	576
5	536	N951DL	BWI	79	576
5	982	N968DL	BWI	79	576
5	1241	N936DL	BWI	79	576
5	1402	N984DL	BWI	79	576
5	1167	N925DL	BWI	81	576
6	742	N663DN	BWI	76	576
6	982	N950DL	BWI	77	576
6	1592	N140LL	BWI	77	576
6	1882	N936DL	BWI	77	576
6	536	N906DL	BWI	80	576
6	948	N665DN	BWI	80	576
6	1241	N982DL	BWI	80	576
6	1594	N937DL	BWI	80	576
6	334	N690DL	BWI	81	576
6	910	N654DL	BWI	81	576
6	1402	N992DL	BWI	82	576
6	1167	N957DL	BWI	83	576
7	742	N656DL	BWI	74	576
7	334	N661DN	BWI	76	576
7	948	N683DA	BWI	77	576
7	910	N622DL	BWI	78	576
7	1241	N973DL	BWI	78	576
7	536	N951DL	BWI	79	576
7	1594	N938DL	BWI	80	576
7	1882	N982DL	BWI	80	576
7	982	N904DL	BWI	81	576
7	1402	N991DL	BWI	81	576
7	1592	N126DL	BWI	81	576
7	1167	N920DL	BWI	83	576
8	742	N610DL	BWI	73	576
8	536	N930DL	BWI	76	576
8	948	N692DL	BWI	77	576
8	1592	N144DA	BWI	77	576
8	334	N659DL	BWI	78	576
8	910	N641DL	BWI	78	576
8	1402	N958DL	BWI	79	576
8	1882	N973DL	BWI	79	576
8	1167	N996DL	BWI	80	576
8	1241	N918DL	BWI	81	576
8	1594	N945DL	BWI	81	576
8	982	N962DL	BWI	83	576
9	742	N652DL	BWI	71	576
9	1241	N988DL	BWI	74	576
9	334	N607DL	BWI	75	576
9	1592	N172DZ	BWI	75	576
9	1594	N946DL	BWI	75	576
9	536	N916DL	BWI	76	576
9	948	N622DL	BWI	76	576
9	1882	N918DL	BWI	76	576
9	1402	N917DE	BWI	77	576
9	1167	N970DL	BWI	79	576
9	982	N992DL	BWI	81	576
9	910	N906DE	BWI	85	576
10	982	N968DL	BWI	74	576
10	742	N690DL	BWI	75	576
10	334	N615DL	BWI	76	576
10	910	N913DE	BWI	76	576
10	948	N655DL	BWI	76	576
10	1592	N178DZ	BWI	76	576
10	1594	N902DE	BWI	76	576
10	536	N954DL	BWI	78	576
10	1167	N901DL	BWI	78	576
10	1882	N988DL	BWI	78	576
10	1241	N971DL	BWI	83	576
10	1402	N913DL	BWI	83	576
11	742	N605DL	BWI	71	576
11	334	N610DL	BWI	76	576
11	948	N633DL	BWI	76	576
11	1592	N139DL	BWI	77	576
11	1167	N978DL	BWI	78	576
11	1402	N981DL	BWI	78	576
11	1594	N918DE	BWI	78	576
11	1241	N997DL	BWI	79	576
11	982	N962DL	BWI	80	576
11	1882	N911DE	BWI	80	576
11	536	N963DL	BWI	81	576
11	910	N627DL	BWI	81	576
12	334	N616DL	BWI	76	576
12	742	N625DL	BWI	78	576
12	1592	N173DZ	BWI	78	576
12	1882	N900DE	BWI	78	576
12	948	N692DL	BWI	80	576
